Area_Year,"1_Live births_Total, Canada and place of residence of mother outside Canada 10 11","1_Live births_Canada, place of residence of mother 10",1_Live births_Place of residence of mother outside Canada 11,"2_Number of students in elementary and secondary schools_Total, school type Total, program type","2_Number of students in elementary and secondary schools_Public school Total, program type","2_Number of students in elementary and secondary schools_Priviate school Total, program type","2_Number of students in elementary and secondary schools_Home-schooling Total, program type",3_Number of full-time and part-time educators,4_Canada_gdp_yearly_Final consumption expenditure,4_Canada_gdp_yearly_Household final consumption expenditure,4_Canada_gdp_yearly_Goods,4_Canada_gdp_yearly_Durable goods,4_Canada_gdp_yearly_Semi-durable goods,4_Canada_gdp_yearly_Non-durable goods,4_Canada_gdp_yearly_Services,4_Canada_gdp_yearly_Non-profit institutions serving households final consumption expenditure,4_Canada_gdp_yearly_General governments final consumption expenditure,4_Canada_gdp_yearly_Gross fixed capital formation,4_Canada_gdp_yearly_Business gross fixed capital formation,4_Canada_gdp_yearly_Residential structures,"4_Canada_gdp_yearly_Non-residential structures, machinery and equipment",4_Canada_gdp_yearly_Non-residential structures,4_Canada_gdp_yearly_Machinery and equipment,4_Canada_gdp_yearly_Intellectual property products,4_Canada_gdp_yearly_Non-profit institutions serving households gross fixed capital formation,4_Canada_gdp_yearly_General governments gross fixed capital formation,4_Canada_gdp_yearly_Investment in inventories,4_Canada_gdp_yearly_Of which: business investment in inventories,4_Canada_gdp_yearly_Non-farm,4_Canada_gdp_yearly_Farm,4_Canada_gdp_yearly_Exports of goods and services,4_Canada_gdp_yearly_Exports to other countries,4_Canada_gdp_yearly_Exports of goods to other countries,4_Canada_gdp_yearly_Exports of services to other countries,4_Canada_gdp_yearly_Exports to other provinces,4_Canada_gdp_yearly_Exports of goods to other provinces,4_Canada_gdp_yearly_Exports of services to other provinces,4_Canada_gdp_yearly_Less: imports of goods and services,4_Canada_gdp_yearly_Imports from other countries,4_Canada_gdp_yearly_Imports of goods from other countries,4_Canada_gdp_yearly_Imports of services from other countries,4_Canada_gdp_yearly_Imports from other provinces,4_Canada_gdp_yearly_Imports of goods from other provinces,4_Canada_gdp_yearly_Imports of services from other provinces,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand,6_Estimates of population,7_Dependency ratio,9_Postsecondary enrolments
Nova Scotia_2006,"8,630","8,623",7,"142,305","142,305",,,"9,918","35,895","23,724","11,703","2,539","1,513","7,699","12,025",610,"11,559","7,158","5,555","2,540","2,726","1,395","1,369",307,61,"1,530",92,93,95,-4,"15,442","7,261","5,808","1,458","8,184","4,351","3,821","22,706","10,754","9,607","1,153","11,971","5,565","6,418",-58,"35,741","43,022","937,882",59.4,"52,743"
Nova Scotia_2007,"9,021","9,013",8,"142,725","138,663","3,399",663,"9,972","37,065","24,512","12,084","2,690","1,580","7,841","12,432",573,"11,981","7,401","5,768","2,578","2,795","1,124","1,626",414,28,"1,593",79,77,76,2,"16,308","7,974","6,483","1,480","8,309","4,384","3,912","24,604","11,877","10,562","1,318","12,738","6,215","6,525",-19,"36,199","44,433","935,115",59.3,"52,266"
Nova Scotia_2008,"9,309","9,300",9,"139,428","135,303","3,441",681,"10,062","38,166","25,220","12,514","2,880","1,638","8,006","12,711",608,"12,338","6,905","5,313","2,490","2,497","1,116","1,363",349,41,"1,542",136,126,142,-19,"15,735","7,435","6,043","1,382","8,297","4,192","4,102","23,948","11,639","10,370","1,272","12,316","5,762","6,558",-6,"36,915","45,017","935,897",59.4,"50,748"
Nova Scotia_2009,"9,110","9,094",16,"137,151","133,134","3,309",708,"10,071","38,474","25,599","12,843","2,930","1,709","8,214","12,764",576,"12,298","7,669","5,526","2,330","2,869","1,626","1,285",331,34,"2,121",-161,-142,-142,0,"14,725","6,983","5,551","1,433","7,739","3,845","3,894","23,596","11,247","10,074","1,178","12,367","5,765","6,605",32,"37,047","46,117","938,208",59.3,"50,787"
Nova Scotia_2010,"8,944","8,937",7,"134,544","130,548","3,264",732,"9,744","39,425","26,255","13,031","3,027","1,767","8,236","13,226",536,"12,635","8,709","6,487","2,596","3,519","1,867","1,685",366,54,"2,170",76,56,62,-7,"15,422","7,530","6,039","1,491","7,897","3,951","3,945","25,524","12,117","10,725","1,390","13,425","6,151","7,276",-25,"38,052","48,137","942,107",58.9,"52,083"
Nova Scotia_2011,"8,948","8,944",4,"132,423","128,130","3,420",873,"9,501","40,256","26,731","13,161","3,026","1,773","8,364","13,571",605,"12,920","8,414","6,379","2,656","3,412","1,226","2,183",307,54,"1,979",399,396,388,8,"15,187","7,133","5,701","1,431","8,056","4,014","4,041","25,934","12,287","10,871","1,415","13,671","6,209","7,461",-17,"38,303","48,669","944,274",58.9,"54,522"
Nova Scotia_2012,"8,844","8,836",8,"129,774","125,541","3,426",807,"9,207","40,776","27,055","13,172","3,119","1,804","8,249","13,883",604,"13,117","7,484","5,368","2,711","2,382","1,077","1,305",275,57,"2,059",159,54,59,-5,"15,171","7,226","5,725","1,501","7,945","4,036","3,909","25,624","12,546","11,075","1,472","13,077","5,913","7,164",-33,"37,933","48,260","943,635",60,"55,065"
Nova Scotia_2013,"8,526","8,510",16,"126,981","122,643","3,444",894,"8,913","40,940","27,552","13,466","3,338","1,833","8,295","14,087",595,"12,798","7,784","5,660","2,698","2,680",990,"1,692",282,55,"2,069",186,200,213,-14,"15,082","7,031","5,406","1,626","8,047","4,165","3,882","26,242","13,025","11,473","1,552","13,220","5,873","7,348",-7,"37,806","48,723","940,434",61.1,"54,951"
Nova Scotia_2014,"8,745","8,727",18,"125,463","121,029","3,489",948,"9,150","41,319","27,853","13,614","3,406","1,870","8,340","14,240",598,"12,874","7,373","5,510","2,356","2,701","1,040","1,663",450,44,"1,820",38,104,105,-2,"14,381","6,788","5,021","1,777","7,593","3,428","4,172","24,917","12,167","10,541","1,620","12,746","5,050","7,717",-7,"38,173","48,691","938,545",62.2,"55,617"
Nova Scotia_2015,"8,296","8,282",14,"123,999","119,382","3,636",981,"9,030","41,624","28,025","13,664","3,487","1,893","8,286","14,360",626,"12,978","7,382","5,656","2,482","2,652","1,180","1,483",523,39,"1,691",188,155,160,-5,"14,098","6,674","4,824","1,870","7,423","3,282","4,153","24,805","12,189","10,598","1,585","12,613","4,985","7,649",-8,"38,429","49,005","936,525",63.4,"55,197"
Nova Scotia_2016,"8,429","8,411",18,"122,799","118,152","3,669",981,"9,333","41,988","28,256","13,717","3,565","1,882","8,270","14,535",672,"13,063","7,938","6,278","2,619","2,856","1,298","1,572",805,29,"1,641",145,150,143,7,"13,722","6,670","4,642","2,069","7,049","3,032","4,037","24,758","11,618","10,039","1,574","13,149","5,095","8,075",23,"39,038","49,944","942,790",64.5,"54,825"
Nova Scotia_2017,"8,359","8,336",23,"123,120","118,569","3,603",948,,"42,978","29,003","14,171","3,831","1,930","8,403","14,833",663,"13,318","7,938","6,040","2,729","2,882","1,477","1,431",425,38,"1,864",221,254,250,4,"14,171","6,793","4,739","2,094","7,376","3,193","4,202","25,488","12,260","10,718","1,540","13,227","5,089","8,160",2,"39,757","50,927","950,108",65.4,"54,966"
Nova Scotia_2018,"8,037","8,018",19,"123,990","118,962","3,975","1,053",,"43,727","29,409","14,232","3,728","1,949","8,552","15,172",685,"13,636","8,349","5,828","2,872","2,230","1,016","1,229",744,36,"2,474",86,71,54,17,"14,215","6,940","4,822","2,161","7,269","3,073","4,222","25,811","12,323","10,718","1,600","13,490","5,175","8,337",9,"40,502","52,098","958,406",66.2,"53,484"
Nova Scotia_2019,"8,172","8,148",24,"126,165","120,606","4,302","1,263",,"44,321","29,847","14,398","3,743","1,973","8,679","15,443",705,"13,773","8,979","6,074","3,177","2,369","1,104","1,282",539,31,"2,860",263,247,206,39,"15,081","7,678","5,295","2,435","7,382","3,077","4,336","26,748","12,564","10,928","1,631","14,194","5,611","8,599",7,"41,889","53,343","970,243",67,"54,495"
Nova Scotia_2020,"7,683","7,673",10,"128,556","123,240","4,179","1,137",,"43,254","28,494","14,102","3,581","1,852","8,670","14,405",730,"14,002","8,704","5,696","3,258","1,919",902,"1,031",530,30,"2,966",-539,-552,-582,30,"13,756","6,494","4,591","1,935","7,269","3,362","3,901","24,762","11,367","10,030","1,346","13,415","5,206","8,225",12,"40,433","51,997","981,889",67.7,"57,033"
Nova Scotia_2021,"7,029","7,021",8,"128,001","121,599","3,957","2,442",,"45,645","30,218","15,130","4,052","2,146","8,930","15,109",735,"14,671","9,492","6,324","3,676","2,092","1,003","1,103",562,36,"3,112",125,77,63,15,"14,121","6,814","4,883","1,955","7,306","3,023","4,331","26,414","12,343","10,996","1,368","14,092","5,687","8,413",-9,"42,927","55,195","992,055",68.2,"56,841"
Nunavut_1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nunavut_1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nunavut_1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,455"
Nunavut_1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,899"
Nunavut_1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,253"
Nunavut_1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,398"
Nunavut_1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,329"
Nunavut_1998,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,464"
Nunavut_1999,,,,0,0,,,,"1,550",432,191,16,33,147,241,21,"1,105",393,242,72,168,177,32,16,0,145,0,0,0,0,325,186,176,20,76,6,62,"1,021",278,226,49,733,310,422,-12,"1,255","1,955",,,"1,656"
Nunavut_2000,386,386,0,"9,585","9,582",,,,"1,641",451,202,17,36,154,249,20,"1,181",358,210,72,109,101,25,46,0,143,-44,-44,-44,0,403,245,236,21,76,6,62,"1,060",280,234,44,772,311,461,-10,"1,310","2,013",,,"1,491"
Nunavut_2001,366,366,0,"8,754","8,751",,,,"1,723",469,212,19,39,157,256,25,"1,241",398,231,46,164,162,35,27,1,160,-37,-37,-37,0,403,239,229,22,85,7,68,"1,123",319,254,60,792,313,478,3,"1,392","2,135","28,133",92.8,"1,428"
Nunavut_2002,391,391,0,"8,739","8,739",,,537,"1,814",494,225,21,42,164,269,35,"1,293",395,242,48,94,59,31,104,1,147,-182,-182,-182,0,419,194,180,25,163,10,135,"1,013",257,206,47,750,292,458,-1,"1,423","2,225","28,822",91.1,"1,554"
Nunavut_2003,424,424,0,"8,901","8,901",,,528,"1,852",521,238,23,45,172,284,40,"1,295",548,337,38,155,107,48,142,1,202,-64,-63,-63,0,207,55,30,27,139,11,112,"1,119",286,251,37,825,350,475,-10,"1,423","2,406","29,322",90.4,"1,482"
Nunavut_2004,435,435,0,"9,117","9,120",,,624,"1,874",538,243,24,47,175,294,38,"1,302",606,434,43,148,109,43,234,0,170,-63,-63,-63,0,214,57,32,27,145,8,122,"1,140",252,222,31,883,405,477,-8,"1,487","2,482","29,857",89,"1,419"
Nunavut_2005,366,366,0,"9,354","9,354",,,711,"1,900",554,250,26,48,177,304,39,"1,310",637,508,42,225,190,55,234,1,131,-42,-42,-42,0,183,32,9,24,151,8,127,"1,208",316,277,41,886,369,518,3,"1,481","2,537","30,339",87.5,"1,491"
Nunavut_2006,427,427,0,"9,129","9,129",,,702,"1,946",578,262,27,52,184,316,42,"1,327",618,468,42,282,279,48,149,2,148,-69,-70,-70,0,231,55,33,26,165,5,141,"1,235",291,260,34,937,386,552,5,"1,497","2,566","30,813",86,"2,634"
Nunavut_2007,480,480,0,"9,066","9,063",0,0,705,"2,066",597,269,29,56,185,328,46,"1,425",964,759,57,136,37,86,575,3,205,1,1,1,0,208,55,37,23,141,8,117,"1,635",378,341,41,"1,248",547,702,0,"1,620","3,032","31,395",84.9,"1,029"
Nunavut_2008,481,481,0,"9,021","9,024",,,654,"2,164",630,280,32,60,189,349,52,"1,485","1,426","1,235",42,563,429,131,634,16,185,21,15,15,0,189,43,23,22,136,8,113,"1,996",444,394,55,"1,543",753,790,11,"1,851","3,599","31,892",84.5,999
Nunavut_2009,487,487,0,"9,276","9,279",,,651,"2,162",642,288,34,61,193,354,50,"1,471",860,582,42,310,237,72,233,3,274,-19,-23,-23,0,198,17,7,10,179,4,154,"1,519",304,266,40,"1,215",410,805,0,"1,721","3,019","32,597",83.1,894
Nunavut_2010,482,482,0,"9,039","9,039",,,666,"2,203",670,298,34,64,200,372,45,"1,490",953,696,42,388,319,70,269,2,255,-1,-1,-1,0,607,18,5,12,588,414,174,"1,730",316,256,60,"1,416",489,926,-5,"2,039","3,155","33,352",81.8,"1,041"
Nunavut_2011,447,447,0,"8,871","8,871",,,666,"2,198",693,309,35,67,207,384,50,"1,456","1,122",857,55,263,203,60,538,1,265,-4,4,4,0,783,19,5,13,766,513,249,"1,944",332,269,62,"1,613",537,"1,075",-3,"2,150","3,323","34,192",80.4,"1,182"
Nunavut_2012,468,468,0,"8,904","8,904",,,801,"2,251",715,319,38,70,211,396,52,"1,484",895,738,71,231,165,66,436,1,156,10,25,25,0,871,26,9,17,845,631,214,"1,824",312,251,61,"1,511",530,981,-4,"2,199","3,146","34,672",79.7,"4,062"
Nunavut_2013,490,490,0,"9,087","9,087",,,573,"2,254",733,329,40,75,214,404,48,"1,473","1,216","1,013",69,676,500,176,263,2,201,32,27,27,0,979,26,5,21,953,783,178,"2,037",637,574,64,"1,398",386,"1,013",6,"2,410","3,465","35,337",79.6,"3,681"
Nunavut_2014,483,483,0,"9,729","9,729",,,783,"2,271",747,330,40,74,216,417,39,"1,487",940,668,48,456,354,101,162,1,268,115,32,32,0,943,31,8,22,912,729,187,"1,942",570,479,92,"1,373",414,957,1,"2,379","3,214","35,971",79.6,"3,834"
Nunavut_2015,437,437,0,"9,891","9,891",,,762,"2,401",771,346,43,79,224,425,42,"1,589",975,687,56,423,308,114,206,1,284,-50,0,0,0,867,92,67,20,768,607,164,"1,934",565,475,90,"1,370",315,"1,056",2,"2,372","3,380","36,488",80,"3,993"
Nunavut_2016,456,455,1,"10,026","10,026",,,864,"2,427",781,349,45,80,224,432,45,"1,602","1,003",698,44,451,363,89,197,1,301,98,110,110,0,965,168,138,19,774,608,168,"2,033",592,503,89,"1,442",359,"1,085",3,"2,492","3,434","36,975",79.6,"3,612"
Nunavut_2017,440,440,0,"10,038","10,041",,,,"2,505",799,364,48,86,230,436,44,"1,662","1,447","1,125",47,894,674,219,172,1,321,132,112,112,0,"1,268",440,380,25,658,470,184,"2,546",844,739,105,"1,689",473,"1,220",5,"2,821","3,944","37,546",79.3,"3,549"
Nunavut_2018,411,411,0,"10,107","10,107",,,,"2,683",808,371,51,93,228,439,49,"1,822","1,866","1,549",38,"1,352",936,408,144,2,319,34,-15,-15,0,"1,393",510,443,24,678,478,195,"3,109","1,171","1,016",155,"1,906",509,"1,401",-3,"2,953","4,535","38,143",79.5,"3,534"
Nunavut_2019,385,385,0,"10,650","10,653",,,,"2,659",818,375,53,96,227,445,48,"1,790","1,709","1,356",47,"1,192",893,297,106,2,352,0,-5,-5,,"1,894",755,663,25,815,627,189,"3,205","1,111",973,137,"2,074",574,"1,504",2,"3,175","4,355","38,592",79.9,"4,071"
Nunavut_2020,504,504,0,"10,725","10,725",,,,"2,717",810,397,57,109,234,415,57,"1,843",993,798,40,687,537,151,64,2,194,55,139,139,,"2,002",652,574,18,"1,124",926,200,"2,568",960,873,87,"1,578",426,"1,156",2,"3,211","3,718","39,155",78.9,"4,803"
Nunavut_2021,462,462,0,"10,902","10,902",,,,"2,826",828,405,60,132,217,424,59,"1,931","1,106",963,48,778,579,198,126,2,148,57,110,110,,"2,255",804,711,17,"1,128",924,206,"2,734",937,822,115,"1,782",487,"1,299",-1,"3,467","3,940","39,403",78.3,"2,307"
Ontario_1991,"153,640","153,523",117,,,,,,"317,510","212,429","93,537","19,259","12,539","65,409","118,734","4,592","103,381","72,144","57,730","28,711","24,664","20,091","10,353","4,766",472,"13,997","-5,542","-5,521","-5,372",-75,"171,627","96,395","81,656","14,699","80,129","36,426","42,845","150,422","99,232","78,181","22,821","56,350","33,802","22,487","-1,616","400,193","389,473",,,
Ontario_1992,"152,124","152,051",73,,,,,,"321,440","215,110","94,059","19,273","12,655","65,840","121,014","4,723","104,505","71,967","57,709","30,015","23,880","17,489","10,753","4,912",461,"13,843","-4,753","-4,752","-4,358",-471,"177,936","104,300","88,202","16,088","77,621","33,939","42,889","158,952","106,911","85,399","22,978","56,539","32,847","23,476","1,707","405,564","393,148",,,
Ontario_1993,"149,465","149,331",134,,,,,,"324,524","218,103","94,850","19,364","12,860","66,336","123,297","4,725","104,472","66,412","52,760","27,393","20,862","13,985","9,887","5,864",461,"13,271","-2,314","-2,324","-2,359",99,"192,407","118,745","100,913","17,682","76,343","31,460","44,241","168,484","114,591","92,127","23,818","57,985","33,858","23,924","1,922","411,365","390,383",,,"469,308"
Ontario_1994,"149,332","149,203",129,,,,,,"330,831","224,329","98,350","20,361","13,389","68,235","125,924","4,955","103,976","69,869","55,219","27,936","21,776","11,924","11,339","6,751",547,"14,213",551,552,341,286,"212,701","133,571","114,172","19,026","81,440","37,156","43,246","180,105","126,996","105,136","22,329","54,854","31,858","22,790","1,256","433,727","400,246",,,"465,606"
Ontario_1995,"147,998","147,875",123,,,,,,"335,846","229,167","100,094","20,511","13,952","69,224","129,054","5,128","103,712","70,762","55,307","24,020","23,520","11,783","12,670","7,163",562,"15,059","3,935","3,931","3,865",18,"229,585","148,228","127,166","20,492","82,666","37,394","44,265","191,781","136,339","113,562","23,052","56,642","32,613","23,802",-607,"447,735","406,138",,,"463,173"
Ontario_1996,"141,534","141,388",146,,,,,,"338,714","234,509","101,535","21,013","13,967","70,199","133,033","5,764","99,788","77,231","62,328","26,320","26,952","14,087","14,284","7,971",620,"14,302",-577,-572,-630,90,"242,199","158,735","135,385","23,004","84,198","36,232","47,238","201,523","142,471","117,939","25,036","60,738","36,656","23,871",-413,"455,035","415,718",,,"465,450"
Ontario_1997,"134,690","134,549",141,,,,,,"351,884","246,112","107,427","23,975","14,657","71,608","138,678","6,781","99,764","85,945","71,510","30,016","31,982","15,709","17,374","7,758",561,"13,736","3,936","3,933","3,856",27,"261,968","173,414","147,431","25,744","88,901","37,075","51,231","226,709","162,378","135,695","26,943","65,193","38,556","26,393","1,068","477,053","437,792",,,"458,871"
Ontario_1998,"133,874","133,733",141,"2,095,629","2,095,632",,,,"362,308","254,934","112,420","25,725","15,622","73,408","142,431","6,535","101,358","88,687","74,712","29,453","34,137","16,054","18,850","8,495",406,"13,364","4,636","4,641","4,560",9,"280,761","192,528","163,916","28,283","86,914","33,855","52,804","237,687","171,077","143,160","28,149","67,070","37,819","28,868",-165,"498,740","450,964",,,"455,859"
Ontario_1999,"132,255","132,089",166,"2,111,622","2,111,622",,,,"378,379","267,017","119,154","28,549","16,369","76,041","147,690","7,550","104,117","96,972","81,057","33,023","36,990","17,879","20,212","8,477",465,"15,274",-562,-565,-516,-58,"314,033","217,932","187,733","29,277","93,991","35,267","58,625","257,701","186,377","156,570","29,958","71,342","40,308","30,634","1,160","533,253","475,439",,,"455,526"
Ontario_2000,"128,733","128,572",161,"2,131,626","2,131,626",,,,"395,560","279,843","125,311","30,590","17,394","78,790","154,323","8,008","107,889","101,455","84,536","35,322","37,092","15,631","21,371","10,168",527,"16,222","3,914","3,904","3,987",-205,"339,144","235,720","202,659","32,153","101,057","36,994","64,087","276,749","200,960","169,665","31,347","75,466","41,529","33,526","1,325","567,019","497,109",,,"467,001"
Ontario_2001,"133,397","133,228",169,"2,143,599","2,143,599",,,,"406,250","286,845","127,771","31,105","17,978","80,082","158,906","8,362","111,325","104,512","85,937","38,814","35,494","15,484","20,185","11,024",601,"17,866","-1,103","-1,102",-986,-142,"328,309","224,145","191,285","32,314","102,819","38,992","63,639","263,942","187,460","157,460","30,135","77,828","43,336","34,035",579,"577,397","510,858","11,897,534",63,"474,600"
Ontario_2002,"130,398","130,260",138,"2,163,108","2,163,108",,,"130,824","421,510","298,338","133,784","33,700","18,882","82,131","164,320","9,086","114,242","105,542","86,228","42,642","33,812","15,882","18,644","10,553",672,"18,568","1,615","1,628","1,442",230,"334,213","226,963","192,635","33,998","106,164","41,877","63,827","269,906","191,219","161,140","30,180","80,259","45,194","34,569",971,"597,107","527,143","12,094,174",62.4,"494,940"
Ontario_2003,"133,014","132,873",141,"2,164,941","2,164,941",,,"129,912","433,553","307,030","137,554","34,454","19,598","84,450","169,243","8,524","118,169","110,336","89,126","43,202","35,134","15,445","19,956","11,358",590,"20,612","1,281","1,271","1,272",-33,"334,950","224,748","190,951","33,438","109,650","43,821","65,265","278,849","197,874","165,334","32,705","82,490","47,396","34,529",558,"603,720","543,981","12,245,039",61.8,"533,442"
Ontario_2004,"135,271","135,079",192,"2,129,742","2,129,742",,,"132,678","446,321","315,520","139,869","34,615","20,222","86,023","175,510","8,455","122,632","116,617","94,679","45,382","36,964","15,264","21,602","12,897",397,"21,521","2,725","2,729","2,303",589,"351,800","237,542","202,056","35,080","113,450","44,096","68,954","298,341","216,591","182,649","34,082","82,300","46,745","35,050",245,"620,670","563,014","12,391,421",61.4,"607,560"
Ontario_2005,"137,887","137,684",203,"2,123,904","2,123,904",,,"137,889","460,339","327,313","144,177","36,292","21,079","87,569","183,052","9,135","123,900","123,705","100,046","46,133","40,346","15,584","24,310","13,699",911,"22,722","2,400","2,399","2,326",36,"359,754","243,718","208,039","35,202","115,110","42,213","72,859","307,848","227,489","192,787","34,831","80,443","43,381","37,006","1,136","640,614","584,090","12,528,663",60.9,"617,274"
Ontario_2006,"139,733","139,581",152,"2,118,543","2,118,543",,,"149,712","476,590","337,858","147,927","37,888","22,637","87,766","189,903","9,617","129,220","129,492","104,639","46,531","44,218","17,436","26,382","13,579",989,"23,838","3,459","3,469","3,527",-204,"362,235","241,862","205,937","35,482","119,778","43,599","76,185","319,945","235,465","199,488","36,112","84,633","44,717","40,067",3,"652,625","606,108","12,661,878",60.6,"740,796"
Ontario_2007,"141,803","141,698",105,"2,221,422","2,103,465","114,375","3,582","154,962","489,698","350,919","152,971","39,514","23,719","89,980","197,954","9,419","129,177","131,433","106,173","47,696","45,025","18,643","26,163","13,165",706,"24,538","5,289","5,281","5,385",-252,"363,107","242,031","206,453","35,114","120,509","46,507","73,738","332,135","245,502","208,983","36,672","86,783","48,131","38,409",-425,"657,733","621,176","12,764,806",60.3,"658,893"
Ontario_2008,"144,826","144,720",106,"2,208,771","2,087,589","117,474","3,711","157,302","505,398","359,500","157,382","41,795","24,609","91,026","202,101","10,273","135,559","130,097","104,769","45,433","44,486","17,647","26,503","14,467","1,129","24,166","5,738","5,686","5,678",-67,"339,853","221,946","187,034","34,598","117,622","43,214","74,288","324,255","242,280","206,171","36,259","82,216","43,907","38,353",101,"657,720","635,550","12,883,583",60.4,"679,932"
Ontario_2009,"144,623","144,575",48,"2,193,381","2,070,738","119,145","3,501","158,172","507,806","359,358","156,492","41,212","24,200","91,197","202,859","9,736","138,739","121,352","92,389","42,716","36,882","16,599","20,298","12,817",920,"27,993",481,553,676,-167,"294,682","183,145","147,127","36,003","111,702","40,070","71,573","287,600","199,239","162,563","36,669","88,716","48,096","40,564",-431,"637,298","629,132","12,998,345",60.4,"703,560"
Ontario_2010,"142,723","142,658",65,"2,177,688","2,061,390","112,716","3,585","160,455","524,710","372,425","161,846","43,018","25,624","93,225","210,570","9,668","142,637","132,815","98,786","46,192","39,215","16,870","22,268","13,446",942,"33,041",766,645,727,-110,"318,944","202,274","161,903","40,365","116,715","39,798","76,902","321,370","231,311","187,660","43,612","90,014","49,716","40,255",-437,"656,103","657,529","13,135,778",60.3,"749,955"
Ontario_2011,"142,944","142,883",61,"2,168,094","2,051,865","111,486","4,743","161,523","532,735","378,684","162,620","43,081","26,080","93,467","216,063","10,234","143,826","135,349","105,163","47,855","43,686","20,701","22,978","13,618",976,"29,200","5,412","5,446","5,527",-113,"336,011","216,733","172,888","43,846","119,281","40,200","79,068","338,179","248,712","204,227","44,489","89,481","47,563","41,923",-268,"671,942","668,085","13,261,381",60.4,"769,776"
Ontario_2012,"144,173","144,119",54,"2,162,604","2,043,117","114,537","4,950","163,311","538,661","384,259","164,715","43,779","26,782","94,154","219,544","10,490","143,918","137,006","108,357","50,100","45,126","22,366","22,760","13,131","1,094","27,555","2,685","2,300","2,305",-5,"344,082","224,425","179,196","45,229","119,657","38,551","81,106","341,408","249,738","204,063","45,675","91,670","48,965","42,705",-235,"680,792","675,667","13,390,632",60.7,"785,175"
Ontario_2013,"141,990","141,935",55,"2,157,126","2,031,195","120,249","5,679","165,702","546,100","392,569","169,289","45,334","27,831","96,129","223,288","10,859","142,697","131,183","103,853","49,197","41,623","21,384","20,232","13,026","1,228","26,103","4,416","4,496","4,462",40,"355,615","227,104","178,384","48,682","128,487","41,935","86,554","347,775","250,997","205,118","45,878","96,798","53,411","43,372",-212,"690,275","677,289","13,510,781",61.2,"799,482"
Ontario_2014,"142,299","142,242",57,"2,146,026","2,015,385","124,143","6,504","169,314","557,658","403,041","174,856","48,847","28,716","97,334","228,213","10,852","143,796","136,940","110,562","49,525","47,255","23,789","23,465","13,811","1,206","25,183","8,781","8,822","8,734",112,"370,839","238,018","189,097","48,879","132,770","38,176","94,646","366,921","267,403","218,413","48,986","99,482","52,072","47,535",-483,"707,589","694,621","13,617,553",61.6,"821,238"
Ontario_2015,"141,744","141,663",81,"2,140,152","2,003,238","129,609","7,311","168,045","573,236","415,132","181,145","51,804","30,019","99,391","234,044","11,418","146,723","145,616","119,590","53,330","52,446","26,671","25,778","13,851","1,129","24,908","2,716","2,740","2,631",111,"379,232","250,977","198,547","52,434","127,688","34,530","93,307","376,565","278,607","226,908","51,698","97,695","49,959","47,901",-433,"724,946","718,984","13,707,118",62.1,"822,471"
Ontario_2016,"142,731","142,659",72,"2,135,448","1,993,431","133,944","8,073","169,572","586,290","425,153","186,432","55,055","30,816","100,623","238,814","12,579","148,615","145,166","119,144","57,491","47,257","24,606","22,677","14,246",867,"25,160","1,403","1,339","1,860",-448,"384,587","259,531","203,061","56,661","124,129","32,458","91,871","378,890","281,639","227,007","54,648","96,885","48,896","48,145",351,"740,164","731,442","13,875,394",62.6,"822,801"
Ontario_2017,"142,678","142,574",104,"2,152,479","2,006,703","138,411","7,365",,"607,021","442,979","195,949","59,760","32,748","103,504","247,198","12,736","151,346","150,032","122,025","57,946","48,807","24,696","24,118","15,203",901,"27,144","7,926","8,059","7,749",314,"386,367","256,873","200,204","56,922","128,777","31,999","97,076","390,728","291,773","240,351","51,569","98,489","49,517","49,133",-311,"761,025","757,023","14,070,141",63,"838,410"
Ontario_2018,"142,647","142,562",85,"2,174,391","2,020,245","146,310","7,836",,"626,363","456,275","202,846","62,154","33,940","106,821","253,647","12,796","157,336","155,808","127,078","56,075","53,999","28,232","25,786","17,465",889,"27,866","6,929","6,953","6,679",274,"397,486","264,869","200,460","65,097","131,850","33,354","98,758","400,305","299,441","245,536","54,000","100,359","50,192","50,339",-27,"786,965","782,200","14,308,697",63.2,"864,822"
